,,,,,,,
22,Spider,"24,761",Helkon SK,-48,4,19,"260,561"
26,The Magdalene Sisters,"15,060",Momentum,-13,14,12,"862,254"
29,Dirty Pretty Things,"11,461",BVI,-51,7,7,"676,554"
35,Anita & Me,"4,320",Icon,55,10,9,"1,844,000"
40,Morvern Callar,"2,143",Momentum,-35,13,6,"380,414"
56,Deathwatch,20,Pathe,-97,8,1,"967,748"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,"The weekend is 17% down on last weekend, and 15% up on the same weekend last year",,,,,,
,,,,,,,
,It ranks 14th out of the last 52 weeks,,,,,,
,,,,,,,
,Weekend Box Office Results Jan 31 to Feb 1 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Catch Me If You Can,"3,720,957",UIP,,1,459,"3,720,957"
2,8 Mile,"1,414,861",UIP,-44,3,406,"11,013,509"
3,Chicago,"1,248,340",BVI,-35,6,319,"7,975,054"
4,Lord of the Rings: Two Towers,"1,068,462",Entm't,-35,7,392,"52,756,818"
5,Gangs of New York,"675,887",Entm't,-39,4,340,"9,120,028"
6,About Schmidt,"612,424",Entm't,-19,2,221,"1,804,707"
7,I Spy,"530,499",Col/Tri,-40,2,278,"1,663,514"
8,Ghost Ship,"462,760",UIP,-41,2,271,"1,640,258"
9,Harry Potter Chamber Secrets,"250,390",Warner,-33,12,314,"53,462,760"
10,The Tuxedo,"223,273",UIP,-51,4,217,"3,144,073"
11,Banger Sisters,"201,731",Fox,,1,181,"201,731"
12,The Pianist,"156,904",Pathe,-20,2,64,"478,592"
13,City Of God,"102,587",BVI,-24,5,45,"1,693,912"
14,Die Another Day,"72,274",Fox,-62,11,102,"35,924,004"
15,Star Trek X: Nemesis,"62,518",UIP,-65,5,97,"4,666,630"
,,,,,,,
,Total,"10,803,867",,,,"3,706","189,266,547"
,,,,,,,
29,Spider,"10,811",Helkon SK,-56,5,16,"289,589"
31,Dirty Pretty Things,"8,051",BVI,-30,8,9,"693,499"
32,The Magdalene Sisters,"7,895",Momentum,-48,15,12,"879,977"
38,Mrs. Caldicot's Cabbage War,"4,702",Arrow,,1,11,"4,702"
49,Morvern Callar,598,Momentum,-72,14,1,"382,913"
57,Anita & Me,165,Icon,-96,11,1,"1,847,420"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,"The weekend is 5% down on last weekend, and 27% up on the same weekend last year",,,,,,
,,,,,,,
,It ranks 17th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Feb 7 to Feb 9 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Two Weeks Notice,"2,636,050",Warner,,1,414,"2,636,050"
2,Catch Me If You Can,"2,235,436",UIP,-40,2,460,"7,361,002"
3,Final Destination 2,"1,675,057",Entm't,,1,330,"1,675,057"
4,The Wild Thornberrys,"1,430,610",UIP,,1,330,"1,430,610"
5,Chicago,"875,130",BVI,-30,7,297,"9,622,430"
6,Lord of the Rings: Two Towers,"765,799",Entm't,-28,8,337,"53,972,693"
7,8 Mile,"655,233",UIP,-54,4,373,"12,175,385"
8,About Schmidt,"385,520",UIP,-37,3,187,"2,507,555"
9,Gangs of New York,"339,906",Entm't,-50,5,268,"9,780,851"
10,I Spy,"209,739",Col/Tri,-60,3,239,"2,007,657"
11,Harry Potter Chamber Secrets,"169,393",Warner,-32,13,277,"53,667,056"
12,Ghost Ship,"154,008",Warner,-67,3,174,"2,005,805"
13,Punch Drunk Love,"151,494",Col/Tri,,1,82,"151,494"
14,The Pianist,"106,799",Pathe,-32,3,57,"689,573"
15,The Tuxedo,"93,702",UIP,-58,5,164,"3,283,769"
,,,,,,,
,Total,"11,883,876",,,,"3,989","162,966,987"
,,,,,,,
20,Die Another Day,27282,Fox,-62,12,52,"35,982,997"
26,Dirty Pretty Things,"15,798",BVI,96,9,14,"717,876"
36,Spider,"6,602",Helkon SK,-39,6,15,"305,886"
42,The Magdalene Sisters,"2,899",Momentum,-63,16,6,"887,673"
47,Mrs. Caldicot's Cabbage War,"1,250",Arrow,-73,2,8,"12,195"
52,Anita & Me,636,Icon,286,12,2,"1,848,620"
55,Morvern Callar,395,Momentum,-34,15,2,"384,049"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,"The weekend is 10% up on last weekend, and 25% down on the same weekend last year",,,,,,
,,,,,,,
,It ranks 13th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Feb 14 to Feb 16 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Two Weeks Notice,"2,189,331",Warner,-17,2,416,"6,038,822"
2,Daredevil,"1,953,136",Fox,,1,384,"1,953,136"
3,Catch Me If You Can,"1,474,737",UIP,-34,3,412,"9,798,220"
4,Final Destination 2,"1,134,163",Entm't,-32,2,332,"3,487,906"
5,Treasure Planet,"888,084",BVI,,1,409,"888,084"
6,Chicago,"797,153",BVI,-9,8,330,"11,039,957"
7,The Wild Thornberrys,"620,559",UIP,-57,2,371,"2,211,240"
8,The Hours,"616,573",BVI,,1,209,"616,573"
9,Lord of the Rings: Two Towers,"543,160",Entm't,-29,9,313,"54,863,639"
10,8 Mile,"284,090",UIP,-57,5,265,"12,708,922"
11,Undercover Brother,"235,527",Winchester,,1,130,"235,527"
12,About Schmidt,"208,636",Entm't,-46,4,122,"2,925,430"
13,Gangs of New York,"157,952",Entm't,-49,6,138,"10,134,140"
14,Punch Drunk Love,"95,728",Col/Tri,-37,2,79,"322,921"
15,Harry Potter Chamber Secrets,"89,996",Warner,-47,14,255,"53,779,862"
,,,,,,,
,Total,"11,288,825",,,,"4,165","171,004,379"
,,,,,,,
20,Dirty Pretty Things,"22,905",BVI,45,10,26,"751,970"
27,Die Another Day,"13,311",Fox,-51,13,25,"36,009,207"
32,Revengers Tragedy,"8,167",Metro Tartan,,1,7,"8,167"
43,Spider,"2,902",Helkon SK,-56,7,6,"314,454"
45,The Magdalene Sisters,"2,244",Momentum,-23,17,5,"894,376"
50,Morvern Callar,663,Momentum,68,16,2,"385,527"
,,,,,,,
,Comments,,,,,,
,,,,,,,
,"The weekend is 5% down on last weekend, and 27% down on the same weekend last year",,,,,,
,,,,,,,
,It ranks 14th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Feb 21 to Feb 23 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Ring,"2,200,084",UIP,,1,396,"2,200,084"
2,Two Weeks Notice,"1,512,782",Warner,-31,3,413,"9,040,716"
3,Treasure Planet,"1,182,531",BVI,33,2,474,"3,488,563"
4,Catch Me If You Can,"1,012,494",UIP,-31,4,374,"11,786,663"
5,Daredevil,"961,671",Fox,-51,2,387,"3,864,247"
6,The Wild Thornberrys,"761,552",UIP,23,3,404,"4,040,801"
7,Chicago,"618,675",BVI,-22,9,334,"12,361,643"
8,Final Destination 2,"568,247",Entm't,-50,3,310,"4,675,893"
9,The Hours,"526,717",BVI,-15,2,219,"1,638,450"
10,Lord of the Rings: Two Towers,"457,282",Entm't,-16,10,268,"55,804,490"
11,Undercover Brother,"140,555",Winchester,-40,2,130,"546,788"
12,About Schmidt,"139,820",Entm't,-33,5,93,"3,201,355"
13,The Magdalene Sisters,"137,461",Momentum,6026,18,45,"1,039,426"
14,Harry Potter Chamber Secrets,"106,196",Warner,18,15,216,"54,036,560"
15,8 Mile,"102,433",UIP,-64,6,148,"12,974,253"
,,,,,,,
,Total,"10,428,500",,,,"4,211","180,699,932"
,,,,,,,
17,The One and Only,"61,413",Pathe,,1,136,"61,413"
22,Dirty Pretty Things,"19,271",BVI,-16,11,18,"788,658"
41,Revenger's Tragedy,"3,659",Metro Tartan,-55,2,6,"19,590"
46,Die Another Day,"2,794",Fox,-79,14,10,"36,022,453"
50,Spider,"1,123",Helkon SK,-61,8,3,"319,123"
62,Morvern Callar,20,Momentum,-97,17,1,"385,787"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,"The figure for ""The Ring"" includes £300,213 from 311 previews",,,,,,
,,,,,,,
,"The fall-off rate without previews for ""Daredevil"" is 46%",,,,,,
,,,,,,,
,This weekend is 8% down on last weekend and 20% down on the same weekend last year,,,,,,
,,,,,,,
,It ranks 19th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Feb 28 to Mar 3 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Ring,"1,692,154",UIP,-23,2,398,"5,011,782"
2,Jackass: The Movie,"1,314,740",UIP,,1,340,"1,314,740"
3,Two Weeks Notice,"1,130,583",Warner,-25,4,396,"11,069,092"
4,Treasure Planet,"903,508",BVI,-24,3,467,"5,184,955"
5,Catch Me If You Can,"715,968",UIP,-29,5,322,"13,088,810"
6,Analyze That,"575,278",Warner,,1,290,"575,278"
7,The Wild Thornberrys,"564,534",UIP,-26,4,401,"5,165,506"
8,Chicago,"558,519",BVI,-10,10,354,"13,513,641"
9,Daredevil,"499,882",Fox,-48,3,321,"4,847,828"
10,The Hours,"426,556",BVI,-19,3,204,"2,541,124"
11,Lord of the Rings: Two Towers,"342,421",Entm't,-25,11,222,"56,471,025"
12,Solaris,"313,804",Fox,,1,153,"313,804"
13,Final Destination 2,"274,931",Entm't,-52,4,218,"5,232,764"
14,Adaptation,"238,958",Col/Tri,,1,94,"238,958"
15,The Magdalene Sisters,"129,852",Momentum,-6,19,51,"1,279,771"
,,,,,,,
,Total,"9,681,688",,,,"4,231","125,849,078"
,,,,,,,
20,Gangs of New York,"53,971",Entm't,-39,8,63,"10,438,674"
33,Dirty Pretty Things,"7,546",BVI,-61,12,8,"808,658"
36,The One And Only,"6,461",Pathe,-90,2,22,"103,863"
39,Die Another Day,"4,890",Fox,75,15,11,"36,031,424"
46,Revenger's Tragedy,"1,682",Metro Tartan,-54,3,3,561
55,Spider,606,Helkon SK,-46,9,2,"321,030"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,"Fall-off rate without previews for ""The Ring"" is 11%",,,,,,
,,,,,,,
,"The figure for ""Analyze That"" includes £52,303 from 250 previews",,,,,,
,,,,,,,
,"The weekend is 7% down on last weekend, and 7% down on the same weekend last year",,,,,,
,,,,,,,
,It ranks 23rd out of the last 52 weeks,,,,,,
,,,,,,,
,Weekend Box Office Results Mar 7 to Mar 9 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Maid In Manhattan,"2,424,584",Col/Tri,,1,422,"2,424,584"
2,The Ring,"1,274,493",UIP,-22,3,385,"7,025,031"
3,Jackass: The Movie,"795,252",UIP,-40,2,337,"2,858,550"
4,Two Weeks Notice,"692,815",Warner,-39,5,367,"12,259,942"
5,Treasure Planet,"551,001",BVI,-39,4,450,"5,827,983"
6,Catch Me If You Can,"508,240",UIP,-29,6,276,"13,909,158"
7,Far From Heaven,"452,369",Entm't,,1,195,"452,369"
8,Chicago,"398,740",BVI,-29,11,314,"14,338,521"
9,The Wild Thornberrys,"343,500",UIP,-39,5,402,"5,555,450"
10,The Hours,"285,655",BVI,-33,4,176,"3,122,736"
11,Daredevil,"273,435",Fox,-27,4,233,"5,352,774"
12,Analyze That,"250,981",Warner,-17,1,241,"1,070,642"
13,Lord of the Rings: Two Towers,"238,506",Entm't,-5,12,212,"56,843,174"
14,Solaris,"199,865",Fox,-36,2,153,"663,508"
15,Adaptation,"188,607",Col/Tri,-21,2,93,"585,930"
,,,,,,,
,Total,"8,878,043",,,,"4,256","132,290,352"
,,,,,,,
18,The Magdalene Sisters,"104,030",Momentum,-20,20,57,"1,484,654"
33,Live Forever,"5,796",Helkon SK,,1,12,"5,796"
37,Die Another Day,"3,185",Fox,-35,16,5,"36,037,830"
40,Dirty Pretty Things,"2,999",BVI,-60,13,4,"817,719"
46,The One and Only,"1,664",Pathe,-74,3,5,"109,637"
49,Spider,"1,250",Helkon SK,106,10,4,"325,247"
51,Revenger's Tragedy,"1,223",Metro Tartan,-27,4,3,"30,636"
,,,,,,,
,Comments,,,,,,
,"Fall-off rate without previews for ""Analyze That"" is 52%",,,,,,
,,,,,,,
,"The figure for ""Analyze That"" includes £319,309 from 288 previews",,,,,,
,,,,,,,
,"The weekend is 8% down on last weekend, and 16% up on the same weekend last year",,,,,,
,,,,,,,
,It ranks 27th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Mar 14 to Mar 16 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Maid In Manhattan,"1,281,755",Col/Tri,-47,2,422,"4,602,678"
2,The Life of David Gale,"725,698",UIP,,1,343,"725,698"
3,The Ring,"688,234",UIP,-46,4,369,"8,172,646"
4,Equilibrium,"548,043",Momentum,,1,292,"548,043"
5,Two Weeks Notice,"371,846",Warner,-46,6,305,"12,913,064"
6,Confessions of a Dangerous Mind,"356,623",BVI,,1,201,"356,623"
7,Jackass: The Movie,"338,275",UIP,-57,3,309,"3,568,320"
8,Far From Heaven,"272,106",Entm't,-40,2,195,"1,013,309"
9,Treasure Planet,"264,985",BVI,-52,5,442,"6,134,212"
10,Catch Me If You Can,"257,815",UIP,-49,7,213,"14,370,034"
11,Chicago,"218,362",BVI,-45,12,248,"14,865,983"
12,The Hours,"203,437",BVI,-29,5,171,"3,513,415"
13,The Wild Thornberrys,"172,134",UIP,-50,6,399,"5,748,356"
14,Barbershop,"145,741",Fox,,1,100,"145,741"
15,Lord of the Rings: Two Towers,"141,888",Entm't,-41,13,182,"57,062,828"
,,,,,,,
,Total,"5,986,942",,,,"4,191","133,740,950"
,,,,,,,
19,The Magdalene Sisters,"64,451",Momentum,-38,21,55,"1,641,735"
26,Harry Potter Chamber of Secrets,"17,468",Warner,-55,18,80,"55,112,462"
39,Dirty Pretty Things,"3,672",BVI,22,14,8,"823,441"
46,Die Another Day,"1,785",Fox,-44,17,6,"36,041,059"
53,Live Forever,751,Helkon SK,-87,2,8,"9,265"
55,Spider,564,Helkon SK,-55,11,2,"326,414"
57,Revenger's Tragedy,291,Metro Tartan,-76,5,2,"31,668"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,"Fall-off rate without previews for ""Maid In Manhattan"" is 39%",,,,,,
,,,,,,,
,"Figure for ""The Life of David Gale"" includes £70,572 from 273 previews",,,,,,
,,,,,,,
,"The weekend is 33% down on last weekend, and 9% down on the same weekend last year",,,,,,
,,,,,,,
,It ranks 49th out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Mar 21 to Mar 23 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,Just Married,"973,469",Fox,,1,331,"973,469"
2,Maid In Manhattan,"809,613",Col/Tri,-37,3,413,"5,970,082"
3,The Life of David Gale,"437,426",UIP,-40,2,326,"1,540,516"
4,National Security,"426,698",Col/Tri,,1,261,"426,698"
5,The Ring,"413,483",UIP,-40,5,322,"8,860,241"
6,Evelyn,"344,270",Pathe,,1,293,"338,900"
7,Equilibrium,"308,242",Momentum,-44,2,283,"1,108,669"
8,Confessions of a Dangerous Mind,"245,762",BVI,-31,2,199,"804,150"
9,Treasure Planet,"171,243",BVI,-35,6,415,"6,334,083"
10,Two Weeks Notice,"169,878",Warner,-54,7,221,"13,255,520"
11,Chicago,"168,551",BVI,-23,13,268,"15,943,318"
12,The Hours,"156,201",BVI,-23,6,161,"3,842,320"
13,Far From Heaven,"135,868",Entm't,-50,3,111,"1,327,237"
14,Catch Me If You Can,"134,678",UIP,-48,8,143,"14,622,101"
15,Jackass: The Movie,"121,204",UIP,-64,4,191,"3,860,921"
,,,,,,,
,Total,"5,016,586",,,,"3,938","79,208,225"
,,,,,,,
22,The Magdalene Sisters,"46,904",Momentum,-27,22,52,"1,754,574"
23,L'Homme Du Train,"43,734",Pathe,,1,18,"43,734"
34,Live Forever,"7,043",Helkon SK,838,3,12,"16,338"
39,The Good Thief,"4,737",Momentum,-83,4,7,"317,383"
47,Revenger's Tragedy,"1,986",Metro Tartan,583,6,6,"33,950"
53,Die Another Day,940,Fox,-47,18,4,"36,043,520"
58,Dirty Pretty Things,386,BVI,-90,15,3,"828,247"
,,,,,,,
,Comments,,,,,,
,"The figure for ""Just Married"" includes £56,201 from 262 previews",,,,,,
,,,,,,,
,"The fall-off rate without previews for ""The Life of David Gale"" is 33%",,,,,,
,,,,,,,
,The weekend is 16% down on last weekend and 54% down on the same weekend last year,,,,,,
,,,,,,,
,It ranks 51st out of the last 52 weeks,,,,,,
,,,,,,,
,,,,,,,
,Weekend Box Office Results Mar 28 to Mar 30 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Recruit,"923,834",BVI,2545,2,382,"979,151"
2,Just Married,"606,928",Fox,-38,2,333,"1,952,764"
3,The Core,"583,238",UIP,,1,395,"583,238"
4,Maid In Manhattan,"538,145",Col/Tri,-34,4,375,"6,858,221"
5,Cradle 2 The Grave,"374,938",Warner,,1,201,"374,938"
6,Chicago,"241,864",BVI,43,14,270,"15,610,613"
7,The Rules of Attraction,"227,531",Icon,0,1,103,"227,531"
8,National Security,"208,930",Col/Tri,-51,2,257,"808,942"
9,Evelyn,"203,630",Pathe,-41,2,258,"811,910"
10,The Ring,"203,359",UIP,-51,6,250,"9,246,275"
11,The Life of David Gale,"190,474",UIP,-56,3,239,"1,987,397"
12,Treasure Planet,"130,957",BVI,-24,7,368,"6,479,325"
13,The Pianist,"122,782",Pathe,79,10,93,"1,808,113"
14,The Hours,"112,917",BVI,-28,7,132,"4,118,934"
15,Confessions of a Dangerous Mind,"91,719",BVI,-63,3,82,"1,038,201"
,,,,,,,
,Total,"4,761,246",,,,"3,738","52,885,553"
,,,,,,,
24,L'Homme Du Train,"44,969",Pathe,3,2,18,"119,954"
26,The Magdalene Sisters,"36,432",Momentum,-22,23,55,"1,838,498"
31,In This World,"12,153",ICA,,1,5,"12,153"
49,Revenger's Tragedy,"1,315",Metro Tartan,-34,7,6,"37,996"
52,The Good Thief,847,Momentum,-82,5,2,"321,093"
,,,,,,,
,,,,,,,
,Comments,,,,,,
,"The fall off for ""Just Married"" was 34% not counting previews.",,,,,,
,,,,,,,
,The weekend is 5% down on last weekend and 53% down on the same weekend last year,,,,,,
,,,,,,,
,It ranks 51st out of the last 52 weeks,,,,,,
,,,,,,,
,Weekend Box Office Results Apr 4 to Apr 6 2003 - United Kingdom,,,,,,
,,,,,,,
,Title,Gross,Distr,% chg,Week #,Sites,Cum to date
1,The Recruit,"770,014",BVI,-17,3,378,"2,330,551"
2,Shanghai Knights,"749,655",BVI,,1,371,"749,655"
3,A Man Apart,"527,730",Entm't,,1,329,"527,730"
4,Blue Crush,"491,419",Momentum,,1,319,"491,419"
5,Just Married,"483,588",Fox,-20,3,314,"2,719,274"
6,Maid In Manhattan,"370,165",Col/Tri,-31,5,321,"7,497,243"
7,The Core,"322,938",UIP,-45,2,374,"1,202,557"
8,Cradle 2 The Grave,"220,314",Warner,-41,2,193,"790,802"
9,The Rules of Attraction,"194,569",Icon,-14,2,103,"591,629"
10,Chicago,"140,265",BVI,-42,15,173,"15,927,431"
11,The Pianist,"114,269",Pathe,-7,11,84,"2,023,026"
12,Evelyn,"100,722",Pathe,-51,3,151,"1,088,399"
13,The Ring,"98,327",UIP,-52,7,141,"9,455,478"
14,The Life of David Gale,"84,383",UIP,-56,4,94,"2,207,906"
15,The Hours,"84,270",BVI,-25,8,89,"4,311,523"
,,,,,,,
,Total,"4,752,628",,,,"3,434","51,914,623"
,,,,,,,
26,L'Homme du Train,"30,638",Pathe,-32,3,19,"182,583"
27,The Magdalene Sisters,"29,768",Momentum,-18,24,47,"1,916,460"
34,In This World,"14,311",ICA Projects,18,2,5,"41,800"
44,Puckoon,"3,796",Guerilla Films,,1,8,"3,796"
53,The Good Thief,"1,096",Momentum,29,6,3,"322,797"
55,Fogbound,"1,033",Blue Dolphin,,1,2,"1,033"
